Alfalfa,2.44444444444444444444444444444444444444,DM,KILO,
Alfalfa,2222.222222222222222222222222222222222222,DM,TON,
Alfalfa,1.11111111111111111111111111111111111111,DM,POUND,
Alfalfa,0.0666666666666666666666666666666666666667,DM,OUNCE,
Alfalfa,1.1,DOLLAR,KILO,
Alfalfa,1000,DOLLAR,TON,
Alfalfa,0.5,DOLLAR,POUND,
Alfalfa,0.03,DOLLAR,OUNCE,
Alfalfa,0.5759162303664921465968586387434554973822,POUND,KILO,
Alfalfa,523.560209424083769633507853403141361257,POUND,TON,
Alfalfa,0.2617801047120418848167539267015706806283,POUND,POUND,
Alfalfa,0.0157068062827225130890052356020942408377,POUND,OUNCE,
Wheat,0.3279202320136228182205193699446573009791,DM,KILO,
Wheat,298.109301830566198382290336313324819071,DM,TON,
Wheat,0.149054650915283099191145168156662409536,DM,POUND,
Wheat,0.00894327905491698595146871008939974457216,DM,OUNCE,
Wheat,0.1475641044061302681992337164750957854406,DOLLAR,KILO,
Wheat,134.149185823754789272030651340996168582,DOLLAR,TON,
Wheat,0.0670745929118773946360153256704980842912,DOLLAR,POUND,
Wheat,0.004024475574712643678160919540229885057472,DOLLAR,OUNCE,
Wheat,0.077258693406350925758761108102144390283,POUND,KILO,
Wheat,70.23517582395538705341918918376762752984,POUND,TON,
Wheat,0.035117587911977693526709594591883813765,POUND,POUND,
Wheat,0.002107055274718661611602575675513028825902,POUND,OUNCE,
